original_word,meaning,generated_word,model,language,trial
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,스르길,gpt-4o,ko,trial7
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,팁서잭,gpt-4o,ko,trial7
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",꾸니따리,gpt-4o,ko,trial7
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,팟치팟치,gpt-4o,ko,trial7
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,나망푸코,gpt-4o,ko,trial7
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,차키타쿠,gpt-4o,ko,trial7
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,푸루웅,gpt-4o,ko,trial7
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,살랴살랴,gpt-4o,ko,trial7
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,쏘야링,gpt-4o,ko,trial7
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,수리글라쉐르,gpt-4o,ko,trial8
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,쓰리깘츠,gpt-4o,ko,trial8
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",토라모미루,gpt-4o,ko,trial8
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,팟토쿤쿤,gpt-4o,ko,trial8
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,프리노챠카,gpt-4o,ko,trial8
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,팍토므,gpt-4o,ko,trial8
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,팍챤꾸,gpt-4o,ko,trial8
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,플리코리,gpt-4o,ko,trial8
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,시라쿤,gpt-4o,ko,trial8
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,벌레가 기어가는 것처럼 살갗이 간질간...,gpt-4o,ko,trial9
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,크리스카,gpt-4o,ko,trial9
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",가상의 언어 믹야리어로 해당 의미를 ...,gpt-4o,ko,trial9
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,쏘뿌리꼬,gpt-4o,ko,trial9
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,찰린쿠,gpt-4o,ko,trial9
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,팦가리,gpt-4o,ko,trial9
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,퐁가리,gpt-4o,ko,trial9
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,라피시,gpt-4o,ko,trial9
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,니쯔하르리,gpt-4o,ko,trial9
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,자리터글,gpt-4o,ko,trial10
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,삭키톡,gpt-4o,ko,trial10
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",쿠니토리카,gpt-4o,ko,trial10
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,후링또,gpt-4o,ko,trial10
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,거푸스니,gpt-4o,ko,trial10
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,핏토리,gpt-4o,ko,trial10
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,바루쿠미,gpt-4o,ko,trial10
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,가상의 언어체계를 반영하여 요청하신 ...,gpt-4o,ko,trial10
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,신이 나서 잘난 체하며 얄미울 정도로...,gpt-4o,ko,trial10
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,쯔리큘레,gpt-4o,ko,trial11
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,크리스펩,gpt-4o,ko,trial11
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",토코니키리,gpt-4o,ko,trial11
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,pikutti,gpt-4o,ko,trial11
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,챠프랑토,gpt-4o,ko,trial11
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,풀사,gpt-4o,ko,trial11
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,가상의 음성상징어를 생성하기 위해 각...,gpt-4o,ko,trial11
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,minakalu,gpt-4o,ko,trial11
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,chiripon,gpt-4o,ko,trial11
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,퐁타리,gpt-4o,ko,trial1
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,밭짱,gpt-4o,ko,trial2
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,푸르믈,gpt-4o,ko,trial3
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,뭉타르,gpt-4o,ko,trial4
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,grulpth,gpt-4o,ko,trial5
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,음성상징어를 기반으로 한 가상의 언어...,gpt-4o,ko,trial6
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,팟타리,gpt-4o,ko,trial7
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,풀리앗타,gpt-4o,ko,trial8
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,피라콩,gpt-4o,ko,trial9
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,테카리,gpt-4o,ko,trial10
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,풀로우프,gpt-4o,ko,trial11
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,ミミクヤリ어,qwen2.5-3b,ko,trial1
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,,qwen2.5-3b,ko,trial2
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,,qwen2.5-3b,ko,trial3
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,,qwen2.5-3b,ko,trial4
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,위와 같은 의미의 음성 상징어를 가상언어로 생성하십시오.,qwen2.5-3b,ko,trial5
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,,qwen2.5-3b,ko,trial6
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,"To make it more challenging, let's create this phrase in a hypothetical language called",qwen2.5-3b,ko,trial7
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,,qwen2.5-3b,ko,trial8
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,,qwen2.5-3b,ko,trial9
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,"`

이 가상언어를 추상적 단위(비감...",qwen2.5-3b,ko,trial10
가닐가닐,벌레가 기어가는 것처럼 살갗이 자꾸 또는 매우 간지럽고 자릿한 느낌.,` To create a fictio...,qwen2.5-3b,ko,trial11
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,,qwen2.5-3b,ko,trial1
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",오르고 내리며 겉옷를 때었다,qwen2.5-3b,ko,trial1
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,makeshiftyili,qwen2.5-3b,ko,trial1
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,,qwen2.5-3b,ko,trial1
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,,qwen2.5-3b,ko,trial1
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,,qwen2.5-3b,ko,trial1
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,[의미] : 다루기에 여럿이 다 또는 매우 가 densities가 높 상태.,qwen2.5-3b,ko,trial1
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,ambiguous,qwen2.5-3b,ko,trial1
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,비밀스럽니다. 그러나 분량이 적다면 ...,qwen2.5-3b,ko,trial1
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,,qwen2.5-3b,ko,trial2
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",아이,qwen2.5-3b,ko,trial2
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,믹야리어,qwen2.5-3b,ko,trial2
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,하지만 적당은 상대적으로 적절만 난 ...,qwen2.5-3b,ko,trial2
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,믹야리어,qwen2.5-3b,ko,trial2
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,[의미] : 분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양. [믹야리어],qwen2.5-3b,ko,trial2
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,믹야리어,qwen2.5-3b,ko,trial2
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,믹야리,qwen2.5-3b,ko,trial2
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,,qwen2.5-3b,ko,trial2
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,,qwen2.5-3b,ko,trial3
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",겨ddangin,qwen2.5-3b,ko,trial3
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,모르야리,qwen2.5-3b,ko,trial3
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,somehow_good-looking_but_without_manners_or_dignity,qwen2.5-3b,ko,trial3
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,충분한,qwen2.5-3b,ko,trial3
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,분량따위,qwen2.5-3b,ko,trial3
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,도루기,qwen2.5-3b,ko,trial3
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,비운,qwen2.5-3b,ko,trial3
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial3
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,,qwen2.5-3b,ko,trial4
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",믹야리어,qwen2.5-3b,ko,trial4
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,thumbsucking,qwen2.5-3b,ko,trial4
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,庄重不失人情而无庸俗之气,qwen2.5-3b,ko,trial4
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,차,qwen2.5-3b,ko,trial4
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,풍부匮pty,qwen2.5-3b,ko,trial4
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,Micemayari,qwen2.5-3b,ko,trial4
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,부르르,qwen2.5-3b,ko,trial4
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분 weighting over,qwen2.5-3b,ko,trial4
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,,qwen2.5-3b,ko,trial5
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",겨드랑,qwen2.5-3b,ko,trial5
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,몸집이 작고 빨한 사람이 고동이(un...,qwen2.5-3b,ko,trial5
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,"slightly boastful and casual, without manners. Though not consistently rude, it often shows clear excellence.",qwen2.5-3b,ko,trial5
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,[충분함],qwen2.5-3b,ko,trial5
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,입냄,qwen2.5-3b,ko,trial5
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,,qwen2.5-3b,ko,trial5
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,모르기,qwen2.5-3b,ko,trial5
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,표현식,qwen2.5-3b,ko,trial5
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,사지,qwen2.5-3b,ko,trial6
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",>ThumbInHandFlapping,qwen2.5-3b,ko,trial6
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,sups,qwen2.5-3b,ko,trial6
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,그녀의 태도,qwen2.5-3b,ko,trial6
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,차지,qwen2.5-3b,ko,trial6
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial6
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,다루기,qwen2.5-3b,ko,trial6
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,악행,qwen2.5-3b,ko,trial6
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분량따위,qwen2.5-3b,ko,trial6
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,물이건물,qwen2.5-3b,ko,trial7
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",,qwen2.5-3b,ko,trial7
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,makeshift,qwen2.5-3b,ko,trial7
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,미믹야리어,qwen2.5-3b,ko,trial7
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,[\'sukh,qwen2.5-3b,ko,trial7
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial7
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,복잡,qwen2.5-3b,ko,trial7
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,mekn야ri,qwen2.5-3b,ko,trial7
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분량,qwen2.5-3b,ko,trial7
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,meaning,qwen2.5-3b,ko,trial8
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",밀믹야ri,qwen2.5-3b,ko,trial8
가둥가둥,몸집이 작은 사람이 엉덩이를 잇따라 흔드는 모양.,'믹야리어,qwen2.5-3b,ko,trial8
가드락가드락,조금 거만스럽게 잘난 체하며 버릇없이 자꾸 구는 모양.,그저 그런 수준과가 아니고서특기한듯하...,qwen2.5-3b,ko,trial8
가득,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,분량이 따뜻다,qwen2.5-3b,ko,trial8
가득가득,분량이나 수효 따위가 어떤 범위나 한도에 여럿이 다 또는 매우 꽉 찬 모양.,분량따,qwen2.5-3b,ko,trial8
가든가든,다루기에 여럿이 다 또는 매우 가볍고 간편하거나 손쉬운 상태.,도루기,qwen2.5-3b,ko,trial8
가들막가들막,신이 나서 잘난 체하며 얄미울 정도로 자꾸 버릇없이 행동하는 모양.,>,qwen2.5-3b,ko,trial8
가뜩,분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양.,믹야리어,qwen2.5-3b,ko,trial8
가닥가닥,물기나 풀기가 있는 물체의 거죽이 거의 말라서 빳빳한 상태.,"[의미] :물기가 없고 단순한 재료로 만든 물체, 예를 들면 치사, 연필.",qwen2.5-3b,ko,trial9
가동가동,"어린아이의 겨드랑이를 치켜들고 올렸다 내렸다 하며 어를 때에, 아이가 자꾸 다리를 오그렸다 폈다 하는 모양.",바람,qwen2.5-3b,ko,trial9
